Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
GRID,N/A,0,0.03,0,0.01,0.04
Monster High: New Ghoul in School,2015,0,0.03,0,0.01,0.04
Hanaoni: Yume no Tsudzuki,2012,0,0,0.04,0,0.04
Mat Hoffman's Pro BMX 2,2002,0.03,0.01,0,0,0.04
Deadliest Warrior: Ancient Combat,2012,0.04,0,0,0,0.04
Unchained Blades ,2011,0,0,0.04,0,0.04
Terraria,2014,0,0.04,0,0,0.04
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,2014,0,0,0.04,0,0.04
Company of Heroes: Opposing Fronts,2007,0.01,0.03,0,0.01,0.04
Gal*Gun,2011,0,0,0.04,0,0.04
Black & White,2001,0,0.04,0,0,0.04
NHL Hitz Pro,N/A,0.03,0.01,0,0,0.04
Ookami Kakushi,2009,0,0,0.04,0,0.04
 Haikyu!! Cross Team Match!,2016,0,0,0.04,0,0.04
Gormiti: The Lords of Nature!,2010,0.03,0,0,0,0.04
North American Hunting Extravaganza 2,2010,0.03,0,0,0,0.04
Zen-Nippon GT Senshuken,1995,0,0,0.04,0,0.04
Monaco Grand Prix,1999,0.03,0.01,0,0,0.04
Worms Armageddon,1999,0.03,0.01,0,0,0.04
Rally Challenge 2000,1999,0.03,0.01,0,0,0.04
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000,0.03,0.01,0,0,0.04
PD Ultraman Battle Collection 64,1999,0,0,0.04,0,0.04
Deadly Arts,1998,0.03,0.01,0,0,0.04
Superman: Countdown to Apokolips,2003,0.03,0.01,0,0,0.04
Sengoku Musou 3 Z Special,2012,0,0,0.04,0,0.04
Kikou Heidan J-Phoenix 2,2003,0,0,0.04,0,0.04
Ben 10 Galactic Racing,2012,0.02,0.01,0,0.01,0.04
Dragon's Lair 3D: Return to the Lair,2002,0.03,0.01,0,0,0.04
Harukanaru Toki no Naka de 5,2011,0,0,0.04,0,0.04
Worms 4: Mayhem,2005,0.03,0.01,0,0,0.04
Winning Post 7 2012,2012,0,0,0.04,0,0.04
Rise of Nations,2003,0.01,0.02,0,0.01,0.04
Who Wants to Be a Millionaire: 3rd Edition,2010,0.04,0,0,0,0.04
Point Blank 2,1998,0.02,0.02,0,0,0.04
Saru! Get You! Pipo Saru Senki,2009,0,0,0.04,0,0.04
Men of War: Vietnam,2011,0,0.03,0,0.01,0.04
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,2013,0,0,0.04,0,0.04
Imperial Glory,2005,0,0.04,0,0,0.04
Imabikisou,2007,0,0,0.04,0,0.04
Hakuouki: Reimeiroku Portable,2011,0,0,0.04,0,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,0,0,0.04,0,0.04
Antz Extreme Racing,2002,0.02,0.02,0,0.01,0.04
Motto TOEIC Test DS Training,2008,0,0,0.04,0,0.04
Super Robot Gakuen,2009,0,0,0.04,0,0.04
Atelier Iris 3: Grand Phantasm (JP Sales),2006,0,0,0.04,0,0.04
Ape Escape,2010,0,0.03,0,0.01,0.04
Jojo's Fashion Show: Design in a Dash!,2009,0.04,0,0,0,0.04
Mike Tyson Boxing,2002,0.03,0.01,0,0,0.04
The Legend of Heroes: Trails in the Sky First Chapter,2012,0,0,0.04,0,0.04
Go Diego Go!: Safari Rescue,2008,0.02,0.02,0,0.01,0.04
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,0.03,0,0,0,0.04
Samurai Warriors 2: Empires,2007,0.03,0,0.01,0,0.04
Metal Slug XX,2009,0.03,0,0,0,0.04
Clannad,2006,0,0,0.04,0,0.04
Patrician IV,2010,0.03,0,0,0,0.04
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,2009,0,0,0.04,0,0.04
Fisherman's Challenge,2003,0.02,0.02,0,0.01,0.04
Mission: Impossible - Operation Surma,2003,0.03,0.01,0,0,0.04
Akko ni Omakase! Brain Shock,2006,0,0,0.04,0,0.04
Platinum Sudoku,2007,0.03,0.01,0,0,0.04
Resident Evil: Revelations,2013,0,0.04,0,0,0.04
King of Fighters: Maximum Impact Regulation A,2007,0,0,0.04,0,0.04
Date A Live: Rine Utopia,2013,0,0,0.04,0,0.04
Durarara!! 3way Standoff: Alley,2011,0,0,0.04,0,0.04
Gummy Bears Mini Golf,2010,0.04,0,0,0,0.04
The Da Vinci Code,2006,0.03,0.01,0,0,0.04
Monster Band,2008,0.04,0,0,0,0.04
Famicom Mini: Clu Clu Land,2004,0,0,0.04,0,0.04
Super Black Bass Fishing,2005,0.04,0,0,0,0.04
Sacred Blaze,2009,0,0,0.04,0,0.04
Painkiller: Hell & Damnation,2013,0.02,0.01,0,0.01,0.04
Rollin' Rascals,2009,0.04,0,0,0,0.04
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007,0,0,0.04,0,0.04
Pure Pinball,2004,0.03,0.01,0,0,0.04
Thoroughbred Breeder II Plus,1995,0,0,0.04,0,0.04
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,2011,0,0,0.04,0,0.04
Zac to Ombra: Maboroshi no Yuuenchi,2010,0,0,0.04,0,0.04
Shadow of the Colossus,2011,0,0,0.04,0,0.04
Phantom Breaker,2011,0.02,0,0.02,0,0.04
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,0,0,0.04,0,0.04
BlazBlue: Chrono Phantasma Extend,2015,0,0,0.04,0,0.04
Valhalla Knights 2: Battle Stance,2009,0,0,0.04,0,0.04
Yuki Yuna is a Hero: Memory of the Forest,2015,0,0,0.04,0,0.04
99 no Namida,2008,0,0,0.04,0,0.04
Cyber Troopers Virtual-On Marz,2003,0.02,0.01,0,0,0.04
Ookami to Koushinryou: Boku to Horo no Ichinen,2008,0,0,0.04,0,0.04
Clannad,2008,0,0,0.04,0,0.04
Headhunter: Redemption,2004,0.02,0.01,0,0,0.04
Stuntman,2003,0.03,0.01,0,0,0.04
The Chase: Felix Meets Felicity,2009,0.04,0,0,0,0.04
Time Travelers,2012,0,0,0.04,0,0.04
WSC Real 11: World Snooker Championship,2011,0,0.03,0,0,0.04
Dead Rising,2016,0.02,0,0.01,0.01,0.04
Luxor: Pharaoh's Challenge,N/A,0.01,0.02,0,0,0.04
Grand Theft Auto: Vice City,2003,0,0.03,0,0.01,0.04
Doraemon: Shin Nobita no Nihon Tanjou,2016,0,0,0.04,0,0.04
Syndicate Wars,1997,0.02,0.01,0,0,0.04
Sonic PC Collection,2009,0,0.04,0,0,0.04
Surf's Up,2007,0.03,0,0,0,0.04
DuckTales: Remastered,2013,0.03,0,0,0,0.04
Draglade (JP sales),2007,0,0,0.04,0,0.04
Herc's Adventures,1997,0.02,0.01,0,0,0.04
Tiger Woods PGA Tour Golf,2002,0.03,0.01,0,0,0.04
SWAT: Target Liberty,2007,0.03,0,0,0,0.04
Twin Strike: Operation Thunder,2008,0.04,0,0,0,0.04
CSI: Fatal Conspiracy,2010,0,0.03,0,0.01,0.04
Bomberman: Act Zero,2006,0.04,0,0,0,0.04
All Points Bulletin,2010,0,0.03,0,0.01,0.04
Empire Earth III,2007,0,0.03,0,0.01,0.04
Astro Boy: The Video Game,2009,0.04,0,0,0,0.04
The Sims 4: Spa Day,2015,0,0.04,0,0,0.04
Hannspree Ten Kate Honda: SBK Superbike World Championship,2007,0.03,0,0,0,0.04
Game of Thrones (Telltale),2015,0.02,0.02,0,0.01,0.04
Resident Evil: Operation Raccoon City,2012,0,0.03,0,0.01,0.04
Hyperdimension Neptunia Victory II,2015,0,0,0.04,0,0.04
Free Running,2009,0.02,0.02,0,0,0.04
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,2015,0,0,0.04,0,0.04
Dreamfall: The Longest Journey,2006,0.03,0.01,0,0,0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995,0,0,0.04,0,0.04
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,2010,0,0,0.04,0,0.04
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,2005,0,0,0.04,0,0.04
Zatch Bell! Mamodo Fury,2005,0.03,0.01,0,0,0.04
JASF: Jane's Advanced Strike Fighters,2011,0.02,0.01,0,0,0.04
SpongeBob: HeroPants,2015,0.03,0,0,0,0.04
Dora's Big Birthday Adventure,2010,0.02,0.01,0,0,0.04
PopStar Guitar,2008,0.02,0.01,0,0,0.04
NHL Blades of Steel 2000,1999,0.02,0.01,0,0,0.04
Outlaw Volleyball Remixed,2004,0.02,0.01,0,0,0.04
Corpse Party: Blood Covered - Repeated Fear,2015,0,0,0.04,0,0.04
The Adventures of Darwin,2006,0.01,0,0.03,0,0.04
Berserk and the Band of the Hawk,2016,0,0,0.04,0,0.04
Just Sing! Vol. 2,2011,0,0.03,0,0,0.04
Klonoa Heroes: Densetsu no Star Medal,2002,0,0,0.04,0,0.04
Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,0.02,0.01,0,0,0.04
Metal Gear Solid V: The Definitive Experience,2016,0.01,0.02,0.01,0,0.04
Jewel Quest Mysteries 2: Trail of the Midnight Heart,2011,0,0.03,0,0,0.04
Brothers In Arms DS,2007,0.03,0,0,0,0.04
Gal Gun: Double Peace,2015,0,0.02,0.01,0.01,0.04
Warhammer: Dark Omen,1998,0.02,0.01,0,0,0.04
Denki Blocks!,2001,0.03,0.01,0,0,0.04
Mobile Suit Gundam: Mokuba no Kiseki,2012,0,0,0.04,0,0.04
Off-Road Drive,2011,0,0.03,0,0,0.04
A Ressha de Ikou DS,2009,0,0,0.04,0,0.04
Harukanaru Toki no Naka de 4: Aizouban,2010,0,0,0.04,0,0.04
Ballistic,1999,0.02,0.01,0,0,0.04
Colin McRae Rally 3,2002,0.03,0.01,0,0,0.04
City Builder,2010,0.04,0,0,0,0.04
Don Bradman Cricket 14,2015,0,0.04,0,0,0.04
Sega Rally 2006,N/A,0,0,0.04,0,0.04
TMNT,2007,0.03,0.01,0,0,0.04
Gundam Battle Online,2001,0,0,0.04,0,0.04
Shonen Jump's One Piece: Grand Adventure,2006,0.03,0.01,0,0,0.04
NatGeo Challenge! Wild Life,2010,0.03,0,0,0,0.04
Holly Hobbie & Friends,2007,0.04,0,0,0,0.04
Stolen,2005,0.02,0.01,0,0,0.04
Glacier2,2009,0.04,0,0,0,0.04
Gitaroo Man Lives!,2006,0.03,0,0,0,0.04
Stoked: Big Air Edition,2009,0.02,0.02,0,0,0.04
Heathcliff! Frantic Foto,2010,0.04,0,0,0,0.04
Memories Off 6: T-Wave,2008,0,0,0.04,0,0.04
LEGO Jurassic World,2015,0,0.04,0,0,0.04
Pro Race Driver,2003,0.03,0.01,0,0,0.04
Famicom Remix Best Choice,2015,0,0,0.04,0,0.04
Ide Yosuke no Mahjong Kazoku,1995,0,0,0.04,0,0.04
Jig-A-Pix: Pets,2009,0.03,0,0,0,0.04
R-Type Command (correct US sales),2007,0.04,0,0,0,0.04
Quiz Mobile Gundam: Toi Senshi DX,2006,0,0,0.04,0,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,2001,0.02,0.01,0,0,0.04
Story Hour: Fairy Tales,2008,0.04,0,0,0,0.04
The Movies,2005,0.01,0.03,0,0.01,0.04
Countdown Vampires,1999,0.02,0.01,0,0,0.04
Dynasty Warriors Vol. 2 (JP sales),2006,0,0,0.04,0,0.04
Crypt Killer,1997,0.02,0.01,0,0,0.04
Tokumei Sentai Go-Busters,2012,0,0,0.04,0,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,0,0,0.04,0,0.04
The Idolm@ster: Must Songs - Red Board / Blue Board,2015,0,0,0.04,0,0.04
FIFA World Cup Germany 2006,2006,0.03,0,0,0,0.04
Train Simulator 2016,2015,0,0.04,0,0,0.04
PO'ed,1996,0.02,0.01,0,0,0.04
Battle Hunter,1999,0.02,0.01,0,0,0.04
Wicked Monster Blast!,2011,0.03,0,0,0,0.04
Adidas Power Soccer,1996,0.02,0.01,0,0,0.04
Supreme Commander: Forged Alliance,2007,0.01,0.02,0,0,0.04
Darklight Conflict,1997,0.02,0.01,0,0,0.04
Shin Hayarigami,2014,0,0,0.04,0,0.04
Warriors Orochi 3,2014,0.01,0.03,0,0,0.04
Dragon Ball: Advanced Adventure,2004,0.03,0.01,0,0,0.04
Art of Fighting 3: The Path of the Warrior,1996,0,0,0.04,0,0.04
I'm A Celebrity: Get Me Out of Here!,2009,0,0.04,0,0,0.04
The Ripping Friends,2002,0.03,0.01,0,0,0.04
Konami Arcade Classics,1999,0.02,0.01,0,0,0.04
Hunter x Hunter: Wonder Adventure,2012,0,0,0.04,0,0.04
Lost Planet 3,2013,0,0.04,0,0,0.04
Super Army War,2005,0.03,0.01,0,0,0.04
Ao no Exorcist: Genkoku no Labyrinth,2012,0,0,0.04,0,0.04
Echo Night Beyond,2004,0.02,0.01,0,0,0.04
Meteos: Disney Magic,2007,0.01,0.02,0,0,0.04
Minna no Chizu,2006,0,0,0.04,0,0.04
Doom II: Hell on Earth,2002,0.03,0.01,0,0,0.04
Taikou Risshiden V,2009,0,0,0.04,0,0.04
Jikkyou Powerful Major League,2006,0,0,0.04,0,0.04
NASCAR Heat Evolution,2016,0.03,0,0,0,0.04
Suzumiya Haruhi no Tsuisou,2011,0,0,0.04,0,0.04
Beyblade Evolution,2013,0.02,0.01,0,0,0.04
Ar Nosurge: Ode to an Unborn Star,2014,0,0,0.04,0,0.04
Evolution Skateboarding,2002,0.03,0.01,0,0,0.04
Castlevania: Lords of Shadow 2,2014,0.01,0.03,0,0,0.04
Greg Hastings' Tournament Paintball Max'd,2006,0.03,0,0,0,0.04
Jikkyou World Soccer 2002,2002,0,0,0.04,0,0.04
Sleepover Party,2009,0.03,0,0,0,0.04
Halo: Combat Evolved,2003,0.02,0.02,0,0,0.04
Tenshou Gakuen Gekkouroku,2006,0,0,0.04,0,0.04
Exist Archive: The Other Side of the Sky,2015,0.01,0,0.03,0,0.04
Ski-Doo Snowmobile Challenge,2009,0.03,0,0,0,0.04
Little Red Riding Hood's Zombie BBQ,2008,0.03,0,0,0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,2008,0,0,0.04,0,0.04
Ragnarok Odyssey,2014,0.03,0,0,0.01,0.04
Texas Hold 'Em Poker DS,2005,0.03,0,0,0,0.04
Big Mutha Truckers,2005,0.03,0.01,0,0,0.04
Magical Starsign (JP sales),2006,0,0,0.04,0,0.04
Assassin's Creed Chronicles: China,2015,0,0.03,0,0.01,0.04
DT Carnage,2009,0.03,0,0,0,0.04
Worms: Ultimate Mayhem,2011,0,0.03,0,0,0.04
Rugby 08,2007,0.02,0.01,0,0,0.04
GoPets: Vacation Island,2008,0.03,0,0,0,0.04
Pia Carrot e Youkoso!! 2.5,2008,0,0,0.04,0,0.04
Caesar IV,2006,0,0.03,0,0.01,0.04
Sherlock Holmes: Secret of The Silver Earring,2010,0,0.03,0,0,0.04
Ferrari Challenge Trofeo Pirelli,2008,0,0.03,0,0.01,0.04
Cy Girls,2004,0.02,0.01,0,0,0.04
Ray Gigant,2015,0,0,0.04,0,0.04
APB Reloaded,2011,0.02,0.01,0,0,0.04
The Sum of All Fears,2002,0.03,0.01,0,0,0.04
Da Capo I & II Plus Situation Portable,2010,0,0,0.04,0,0.04
Winning Post 8 ,2014,0,0,0.04,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,2010,0,0,0.04,0,0.04
Bubble Bobble Double Shot,2007,0.03,0,0,0,0.04
Bionicle Heroes,2007,0.03,0,0,0,0.04
Harry Potter and the Order of the Phoenix,2007,0,0.03,0,0,0.04
Minority Report: Everybody Runs,2002,0.03,0.01,0,0,0.04
Monster Hunter Frontier Online: Season 9.0,2010,0,0,0.04,0,0.04
C.O.R.E.,2009,0.03,0,0,0,0.04
Garfield: The Search for Pooky,2003,0.03,0.01,0,0,0.04
Galaxy Fight,1994,0,0,0.04,0,0.04
Super Hero Generation,2014,0,0,0.04,0,0.04
Chaos Wars,2006,0,0,0.04,0,0.04
Steambot Chronicles,2005,0.02,0.01,0,0,0.04
Mr. Driller,1999,0.02,0.01,0,0,0.04
Toki no Kizuna: Sekigahara Kitan,2012,0,0,0.04,0,0.04
Norn9: Norn + Nonette,2013,0,0,0.04,0,0.04
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007,0,0,0.04,0,0.04
Gumby vs. the Astrobots,2005,0.03,0.01,0,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,0,0,0.04,0,0.04
Scaler,2004,0.03,0.01,0,0,0.04
Summer Challenge: Athletics Tournament,2011,0,0.03,0,0.01,0.04
Chaos;Head Noah,2009,0,0,0.04,0,0.04
Scarface: The World is Yours,2006,0.01,0.02,0,0,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,2009,0,0,0.04,0,0.04
Legasista,2012,0,0,0.04,0,0.04
Fatal Fury: Battle Archives Volume 1,2006,0.02,0.01,0,0,0.04
Logic Machines,2009,0.03,0,0,0,0.04
Harry Potter and the Prisoner of Azkaban,2004,0,0.03,0,0,0.04
Nobunaga's Ambition II,2015,0,0,0.04,0,0.04
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009,0,0,0.04,0,0.04
OutRun 2006: Coast 2 Coast,2006,0.03,0.01,0,0,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,0,0,0.04,0,0.04
Rhapsody: A Musical Adventure,1998,0.02,0.01,0,0,0.04
Fading Shadows,2008,0.03,0,0,0,0.04
Music Maker: Rockstar,2009,0.02,0.01,0,0,0.04
Smashing Drive,2002,0.03,0.01,0,0,0.04
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008,0,0,0.04,0,0.04
Without Warning,2005,0.02,0.01,0,0,0.04
Formula 1 06,2006,0,0,0.04,0,0.04
Fighting Vipers 2,2000,0,0,0.04,0,0.04
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,0.03,0.01,0,0,0.04
Richard Burns Rally,2004,0,0.03,0,0.01,0.04
Napoleon Dynamite: The Game,2007,0.03,0,0,0,0.04
Beatdown: Fists of Vengeance,2005,0.03,0.01,0,0,0.04
Saints Row 2,2009,0,0.03,0,0.01,0.04
Enchanted Arms (JP sales),2007,0,0,0.04,0,0.04
Trine 2,2011,0,0.03,0,0.01,0.04
Monster Force,2002,0.03,0.01,0,0,0.04
Onsei Kanjou Sokuteiki: Kokoro Scan,2007,0,0,0.04,0,0.04
Sid Meier's Railroads!,2006,0.01,0.03,0,0,0.04
Clock Zero: Shuuen no Ichibyou Portable,2011,0,0,0.04,0,0.04
Trick x Logic: Season 2,2010,0,0,0.04,0,0.04
San Goku Shi DS 3,2010,0,0,0.04,0,0.04
Hakuouki: Zuisouroku,2009,0,0,0.04,0,0.04
World Championship Pool 2004,2003,0.03,0.01,0,0,0.04
Derby Tsuku 5: Derby Uma o Tsukurou!,2006,0,0,0.04,0,0.04
Jikkyou Powerful Major League 2009,2009,0,0,0.04,0,0.04
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,0.03,0,0,0,0.04
SD Gundam Force: Showdown!,2004,0.02,0.01,0,0,0.04
The Treasures of Montezuma,2010,0.02,0.01,0,0,0.04
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,0,0,0.04,0,0.04
Flow: Urban Dance Uprising,2005,0.02,0.01,0,0,0.04
Ailu de Puzzle,2012,0,0,0.04,0,0.04
Real Soccer 2008,2007,0.03,0,0,0,0.04
Transport Fever,2016,0,0.03,0,0,0.04
True Pinball,1996,0.02,0.01,0,0,0.04
Homefront: The Revolution,2016,0.01,0.02,0,0,0.04
Stadium Games,2003,0.03,0.01,0,0,0.04
RLH: Run Like Hell,2003,0.03,0.01,0,0,0.04
Power Play Pool,2006,0.03,0,0,0,0.04
Phantasy Star Online 2 Episode 4: Deluxe Package,2017,0,0,0.04,0,0.04
J-League Pro Striker 2,1994,0,0,0.04,0,0.04
Obscure,2004,0.03,0.01,0,0,0.04
Mahjong Taikai,2004,0,0,0.04,0,0.04
Super Robot Taisen: Scramble Commander the 2nd,2007,0,0,0.04,0,0.04
Just Dance 2017,2016,0.03,0,0,0,0.04
Just Dance 2017,2016,0.02,0.02,0,0,0.04
Stranger of Sword City,2015,0.02,0,0,0.01,0.04
Jane's Hotel,2010,0.03,0,0,0,0.04
Espgaluda II Black Label,2010,0,0,0.04,0,0.04
Hot Potato!,2001,0.03,0.01,0,0,0.04
The Croods: Prehistoric Party!,2013,0.01,0.02,0,0,0.04
World of Goo,2008,0,0.03,0,0.01,0.04
Kiniro no Corda 2 f,2009,0,0,0.04,0,0.04
Pro Evolution Soccer 2017,2016,0.01,0.02,0,0,0.04
World in Conflict: Complete Edition,2009,0,0.03,0,0.01,0.04
Deception III: Dark Delusion,1999,0.02,0.01,0,0,0.04
Ultimate Game Room,2009,0.03,0,0,0,0.04
Warhammer: The End Times - Vermintide,2016,0.01,0.02,0,0.01,0.04
DoraMoji: Nobita no Kanji Daisakusen,2015,0,0,0.04,0,0.04
Secret Files 2: Puritas Cordis,2009,0,0.03,0,0,0.04
Half-Minute Hero 2,N/A,0,0,0.04,0,0.04
Cook Wars,2009,0.03,0,0,0,0.04
Monster Kingdom: Jewel Summoner,2006,0,0,0.04,0,0.04
Railroad Tycoon 3,2003,0,0.03,0,0,0.04
Kuroshitsuji: Phantom & Ghost,2009,0,0,0.04,0,0.04
Zoo Hospital,2007,0.03,0,0,0,0.04
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010,0,0,0.04,0,0.04
Macross ? Scramble,2016,0,0,0.04,0,0.04
Sudoku Ball Detective,2009,0.02,0.01,0,0,0.04
The Ant Bully,2006,0.03,0.01,0,0,0.04
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010,0,0,0.04,0,0.04
Sega Arcade Gallery,2003,0.03,0.01,0,0,0.04
Tao Adventure: Curse Demon,2005,0.03,0,0,0,0.04
"My World, My Way (US sales)",2008,0.04,0,0,0,0.04
S.T.A.L.K.E.R.: Clear Sky,2008,0,0.03,0,0.01,0.04
Black Stone: Magic & Steel,2003,0.03,0.01,0,0,0.04
NHRA Drag Racing: Countdown to the Championship,2007,0.02,0.01,0,0,0.04
Sins of a Solar Empire: Trinity,2010,0,0.03,0,0.01,0.04
Bratz Kidz,2008,0.03,0,0,0,0.04
Harukanaru Toki no Naka de: Maihitoyo,2006,0,0,0.04,0,0.04
Painkiller: Hell Wars,2006,0.03,0.01,0,0,0.04
Housekeeping,N/A,0,0,0.04,0,0.04
My Hero Academia: Battle for All,2016,0,0,0.04,0,0.04
FunkMaster Flex's Digital Hitz Factory,2003,0.02,0.01,0,0,0.04
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,0.03,0,0,0,0.04
Greg Hastings Paintball 2,2010,0.03,0,0,0,0.04
Sangoku Koi Senki: Otome no Heihou!,2012,0,0,0.04,0,0.04
Castlevania Bloodlines,1994,0,0,0.04,0,0.04
Hakuouki: Zuisouroku DS,2011,0,0,0.04,0,0.04
Detective Conan: Prelude from the Past,2012,0,0,0.04,0,0.04
100 Classic Games,2011,0,0.03,0,0,0.04
Luminous Arc 3,2009,0,0,0.04,0,0.04
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,0.02,0.01,0,0,0.04
World in Conflict,2007,0,0.03,0,0.01,0.04
XBLAZE Code: Embryo,2013,0.02,0,0.01,0.01,0.04
The Legend of Heroes: Trails in the Sky SC Evolution,2015,0,0,0.03,0,0.03
Major League Baseball 2K8,N/A,0.03,0,0,0,0.03
FabStyle,2011,0,0,0.03,0,0.03
Rebel Raiders: Operation Nighthawk,2006,0.02,0.01,0,0,0.03
Astrology DS,2009,0.03,0,0,0,0.03
Zenkoku Dekotora Matsuri,2008,0,0,0.03,0,0.03
Cooking Mama: My Sweets Shop,2014,0,0,0.03,0,0.03
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,2016,0,0,0.03,0,0.03
Alienators: Evolution Continues,2001,0.03,0.01,0,0,0.03
Onechanbara Z Kagura,2013,0,0,0.03,0,0.03
Dead or Alive Xtreme 3: Venus,2016,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,0,0,0.03,0,0.03
Pro Cycling Manager 2016,2016,0,0.03,0,0,0.03
Pirates: Duels on the High Seas,2008,0.03,0,0,0,0.03
MX World Tour Featuring Jamie Little,2005,0.03,0.01,0,0,0.03
PriPara Mezameyo! Megami no Dress Design,2016,0,0,0.03,0,0.03
Tomb Raider: Anniversary,2007,0,0.03,0,0.01,0.03
Sengoku Basara: Sanada Yukimura-Den,2016,0,0,0.03,0,0.03
Marines: Modern Urban Combat,2010,0.03,0,0,0,0.03
Infamous: First Light,2014,0,0.03,0,0,0.03
The Idolmaster: Gravure For You! Vol. 4,2012,0,0,0.03,0,0.03
Puyo Pop Fever(us sales),2004,0.03,0,0,0,0.03
Tour de France 2014,2014,0,0.03,0,0,0.03
RedCard 20-03,2002,0.03,0.01,0,0,0.03
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,0,0,0.03,0,0.03
Deal or No Deal: Special Edition,2010,0.03,0,0,0,0.03
Puyo Puyo 7,2009,0,0,0.03,0,0.03
Asterix & Obelix: Kick Buttix,2004,0.02,0.01,0,0,0.03
Radiant Silvergun,1998,0,0,0.03,0,0.03
The Night of the Rabbit,2013,0,0.03,0,0,0.03
Bounty Hounds,2006,0.03,0,0,0,0.03
Care Bears - Care Quest,2005,0.02,0.01,0,0,0.03
Burnout Paradise: The Ultimate Box,2009,0,0.03,0,0,0.03
Even in a Game Listen to Me Girls. I Am Your Father!,2012,0,0,0.03,0,0.03
Tokyo Majin Gakuen: Kenfuuchou,2008,0,0,0.03,0,0.03
Challenge Me: Word Puzzles,2011,0.03,0,0,0,0.03
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,0,0,0.03,0,0.03
NHRA Drag Racing: Countdown to the Championship,2007,0.03,0,0,0,0.03
Zatch Bell! Electric Arena,2003,0.02,0.01,0,0,0.03
TOCA Race Driver 3,2006,0.03,0.01,0,0,0.03
A Game of Thrones: Genesis,2011,0,0.03,0,0.01,0.03
Gothic Universe,2007,0,0.03,0,0.01,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,0,0,0.03,0,0.03
Diabolik Lovers: Dark Fate,2015,0,0,0.03,0,0.03
Sky Dancers,2005,0.02,0.01,0,0,0.03
Need for Speed (2015),2016,0,0.03,0,0,0.03
Silent Scope,2002,0.02,0.01,0,0,0.03
Deer Drive: Legends,2012,0.03,0,0,0,0.03
World Series of Poker: Tournament of Champions 2007 Edition,2006,0.02,0.01,0,0,0.03
Yggdra Union: We'll Never Fight Alone,2006,0,0,0.03,0,0.03
The Cursed Crusade,2011,0,0.03,0,0.01,0.03
Hotel Giant 2,2008,0,0.03,0,0,0.03
Gakusen Toshi Asterisk Festa: Houka Kenran,2016,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,0,0,0.03,0,0.03
Caesar III,1998,0,0.03,0,0,0.03
DarkStar One,2006,0,0.03,0,0.01,0.03
Wangan Midnight,2007,0,0,0.03,0,0.03
ESPN NBA 2Night 2002,2002,0.02,0.01,0,0,0.03
Cabela's Dangerous Hunts 2,2005,0.03,0.01,0,0,0.03
